"S5","X.G4.3.6.11.","X.G4.3.6.10.","X.G4.3.6.6.","X.G4.1.5.3.","X.G4.3.8.12.","pssm342","X.G1.1.1.3.","X.G4.3.8.9.","X.G4.2.5.1.","X.G1.1.1.13.","pssm348","LC5.3","X.G4.1.5.1.","X.G4.3.7.9.","X.G4.3.3.6.","X.G1.1.1.18.","X.G4.3.8.10.","X.G4.3.7.12.","LC1.3","X.G4.3.6.9.","X.G4.3.8.7.","X.G1.1.1.16.","X.G4.3.7.10.","X.G4.3.1.10.","X.G4.3.7.11.","X.G4.3.1.7.","X.G4.3.7.8.","X.G1.1.1.10.","X.G4.3.7.15.","Output"
0.01497006,79.640719,73.353293,22.45509,9.88024,79.041916,0.108,4.191617,51.197605,14.114114,5.688623,0.2014,0.001365854,8.682635,46.107784,24.550898,4.491018,76.347305,68.862275,0.06404878,44.311377,55.688623,6.586826,76.646707,73.053892,73.053892,47.305389,47.305389,17.664671,99.700599,-1
0.017647059,77.647059,74.411765,20.294118,10.294118,74.411765,0.1259,5,53.529412,16.224189,4.117647,0.0516,0.006428571,9.705882,49.705882,27.058824,3.529412,76.176471,72.352941,0.107928571,42.647059,47.058824,4.411765,74.117647,75.882353,75.882353,48.529412,48.529412,20,97.058824,-1
0.0109375,73.90625,76.875,24.6875,11.875,71.875,0.1645,4.21875,48.90625,17.683881,6.09375,0.0944,0.0175375,11.25,54.21875,25.15625,6.71875,73.75,70.46875,0.0357,50.15625,47.96875,6.25,74.21875,78.4375,78.4375,52.65625,52.65625,12.5,99.84375,-1
0.016901408,74.647887,77.183099,23.098592,7.605634,72.112676,0.206,3.661972,45.352113,16.666667,5.352113,0.1577,0.20025,9.859155,48.450704,24.225352,9.859155,73.802817,73.521127,0.220977273,44.788732,51.830986,3.380282,73.802817,80.28169,80.28169,54.929577,54.929577,9.014085,100,-1
0.009562842,73.087432,75.956284,24.31694,9.836066,75.68306,0.4243,4.508197,48.087432,17.647059,5.874317,0.3573,0.149879121,11.065574,50.819672,26.775956,6.967213,75.819672,74.590164,0.21389011,48.497268,54.098361,4.781421,74.863388,75.136612,75.136612,50.409836,50.409836,13.114754,99.590164,-1
0.034482759,62.068966,79.741379,27.586207,13.793103,69.396552,0.0805,6.465517,46.982759,26.839827,1.724138,0.0628,0.261655172,20.258621,47.844828,24.137931,7.758621,80.603448,65.517241,0.340586207,59.051724,65.517241,4.310345,72.413793,80.603448,80.603448,53.017241,53.017241,7.758621,92.672414,-1
0.018315018,73.260073,68.498168,34.065934,10.622711,73.626374,0.1931,5.128205,47.619048,16.176471,5.494505,0.1251,0.326823529,9.52381,50.915751,24.908425,6.959707,77.289377,83.882784,0.004588235,63.369963,53.846154,5.128205,74.725275,71.428571,71.428571,46.153846,46.153846,7.692308,98.534799,-1
0.017730496,73.404255,75.886525,20.567376,12.056738,75.177305,0.2077,4.609929,50,16.014235,4.255319,0.1121,0.009114286,9.574468,47.87234,26.950355,8.510638,74.113475,73.758865,0.247228571,47.163121,50.70922,4.964539,74.468085,74.822695,74.822695,53.191489,53.191489,9.574468,99.64539,-1
0.01462766,72.87234,74.468085,22.340426,14.228723,74.468085,0.4073,6.25,46.941489,19.573901,5.851064,0.2375,0.024648936,12.898936,44.015957,30.18617,5.851064,75.398936,74.601064,0.091,53.058511,50.797872,5.18617,75.797872,72.739362,72.739362,51.994681,51.994681,11.303191,99.734043,-1
0.009111617,76.537585,71.18451,20.842825,16.514806,71.18451,0.4748,7.744875,46.697039,17.787913,3.530752,0.2786,0.099009174,12.186788,45.671982,27.676538,8.656036,76.651481,72.437358,0.118366972,49.430524,49.316629,4.555809,76.42369,74.715262,74.715262,51.594533,51.594533,8.200456,98.861048,-1
0.011312217,71.945701,80.090498,26.0181,11.99095,72.171946,0.3569,3.846154,47.511312,25.396825,3.167421,0.1561,0.093254545,15.837104,50,24.886878,4.298643,70.81448,74.660633,0.1326,45.022624,50.678733,6.78733,71.040724,76.696833,76.696833,51.58371,51.58371,7.918552,98.41629,-1
0.01076716,76.177658,72.678331,26.110363,12.786003,70.659489,0.4008,4.306864,49.259758,21.967655,4.710633,0.2292,0.253902174,15.343203,51.009421,23.822342,3.364738,73.755047,69.851952,0.206771739,53.566622,46.298789,7.671602,76.177658,75.504711,75.504711,48.855989,48.855989,7.940781,98.788694,-1
0.03030303,67.532468,81.385281,30.735931,10.822511,71.861472,0.0958,5.194805,44.155844,16.521739,3.896104,0.1117,0.313214286,10.38961,48.484848,24.242424,7.792208,67.965368,75.757576,0.153821429,53.679654,47.186147,5.194805,69.264069,83.116883,83.116883,59.307359,59.307359,7.792208,99.134199,-1
0.033426184,77.158774,72.70195,23.398329,14.206128,74.651811,0.0909,6.128134,50.696379,18.435754,2.785515,0.0433,0.323704545,12.534819,40.947075,27.576602,6.406685,74.373259,70.194986,0.397136364,44.568245,48.746518,8.913649,75.766017,76.32312,76.32312,52.64624,52.64624,9.749304,98.885794,-1
0.037234043,81.914894,66.489362,30.319149,13.297872,76.06383,0.1028,4.787234,48.93617,14.973262,1.06383,0.0512,0.348086957,11.702128,57.978723,26.06383,4.787234,73.93617,78.723404,0.181826087,54.787234,50,4.255319,69.680851,72.340426,72.340426,44.148936,44.148936,9.042553,98.404255,-1
0.015789474,76.052632,74.210526,26.052632,12.631579,76.578947,0.2536,6.578947,55.263158,18.469657,2.368421,0.1499,0.129468085,11.842105,57.105263,22.368421,4.210526,75.789474,81.578947,0.189829787,45.789474,50.789474,6.052632,76.578947,69.210526,69.210526,45.526316,45.526316,11.578947,98.157895,-1
0.025454545,75.272727,70.545455,27.272727,11.272727,73.090909,0.0724,5.454545,48.363636,15.328467,2.545455,0.0454,0.230264706,9.818182,55.272727,22.181818,8.727273,74.909091,79.636364,0.189441176,53.818182,53.090909,4.727273,71.636364,75.636364,75.636364,39.636364,39.636364,9.818182,96.363636,-1
0.023323615,70.845481,74.927114,22.44898,15.16035,73.177843,0.19,7.28863,50.437318,16.081871,4.373178,0.1569,0.07352381,10.495627,46.355685,30.612245,8.746356,79.008746,73.469388,0.23152381,43.731778,48.396501,6.413994,71.137026,77.259475,77.259475,53.644315,53.644315,6.997085,98.833819,-1
0.012035011,69.256018,74.617068,20.350109,17.61488,69.256018,0.4752,8.205689,45.404814,20.043812,2.73523,0.2718,0.212157895,13.019694,47.155361,28.118162,5.908096,76.695842,71.991247,0.114184211,53.719912,49.671772,5.908096,73.851204,76.258206,76.258206,51.531729,51.531729,8.971554,98.905908,-1
0.007863696,66.710354,73.525557,32.503277,12.450852,62.385321,0.1287,5.635649,38.007864,18.503937,3.407602,0.0405,0.020589474,11.402359,52.162516,26.998689,3.145478,77.588467,76.671035,0.073810526,55.963303,55.176933,10.353866,67.758847,80.34076,80.34076,57.011796,57.011796,7.863696,99.868938,-1
0.04379562,73.722628,71.532847,29.927007,16.058394,63.50365,0.0844,10.218978,45.255474,19.852941,2.919708,0.0728,0.324705882,15.328467,47.445255,20.437956,6.569343,75.912409,66.423358,0.182176471,56.20438,58.394161,5.109489,76.642336,74.452555,74.452555,45.985401,45.985401,5.109489,91.240876,-1
0.010861694,72.62853,75.452571,27.588704,14.916727,71.759594,0.4847,7.168718,48.081101,17.681159,2.968863,0.2819,0.075104651,12.454743,51.41202,22.809558,4.561912,76.53874,74.728458,0.122662791,52.136133,47.719044,6.15496,75.669804,74.149167,74.149167,47.429399,47.429399,9.268646,99.348298,-1
0.015923567,84.076433,71.974522,17.515924,11.783439,73.566879,0.0535,4.458599,46.496815,17.571885,3.184713,0.0609,0.25325641,10.828025,49.363057,25.477707,4.458599,66.878981,75.159236,0.097769231,42.675159,48.089172,7.006369,72.611465,77.388535,77.388535,50.636943,50.636943,11.464968,96.178344,-1
0.010695187,68.128342,77.326203,23.957219,9.411765,75.080214,0.4107,3.743316,50.053476,16.809422,3.957219,0.3837,0.159836207,10.588235,42.994652,25.240642,4.278075,77.112299,70.26738,0.219741379,48.449198,52.834225,8.663102,74.331551,77.540107,77.540107,49.946524,49.946524,8.449198,99.572193,-1
0.041958042,71.328671,72.027972,34.265734,12.587413,62.237762,0.0795,4.195804,41.958042,16.901408,3.496503,0.0786,0.31,9.79021,49.65035,28.671329,7.692308,74.125874,78.321678,0.166941176,55.244755,58.741259,5.594406,69.93007,76.223776,76.223776,55.944056,55.944056,6.293706,99.300699,-1
0.021798365,72.479564,80.108992,24.250681,11.171662,76.294278,0.1723,6.26703,49.591281,13.114754,4.359673,0.1323,0.0354,9.264305,49.86376,24.79564,7.629428,72.752044,76.021798,0.218222222,45.231608,46.321526,5.722071,73.569482,74.114441,74.114441,52.316076,52.316076,11.171662,98.637602,-1
0.039130435,62.608696,81.304348,22.173913,13.043478,67.826087,0.0603,6.956522,48.26087,27.947598,2.173913,0.0523,0.367857143,18.695652,45.217391,23.043478,6.521739,76.956522,70,0.370678571,49.130435,55.217391,5.217391,74.782609,75.652174,75.652174,47.391304,47.391304,7.391304,94.347826,-1
0.009950249,74.751244,76.492537,20.39801,15.049751,74.875622,0.5364,6.716418,50.248756,17.185554,3.482587,0.3621,0.12967,12.810945,45.39801,26.741294,6.840796,74.129353,73.00995,0.18743,43.159204,49.875622,5.223881,72.512438,77.487562,77.487562,52.736318,52.736318,8.706468,97.885572,-1
0.027322404,76.775956,74.043716,27.595628,13.114754,74.31694,0.1122,5.191257,50,16.712329,5.464481,0.0601,0.3398,10.10929,46.994536,27.322404,8.469945,72.677596,69.672131,0.389577778,51.912568,50.819672,6.284153,73.224044,76.229508,76.229508,55.191257,55.191257,11.748634,99.453552,-1
0.012847966,73.66167,77.944325,23.982869,11.777302,71.948608,0.4054,5.139186,48.394004,18.88412,4.496788,0.183,0.132034483,12.633833,41.541756,29.122056,6.423983,73.875803,74.946467,0.176896552,41.541756,46.466809,5.139186,73.66167,76.445396,76.445396,53.104925,53.104925,10.278373,100,-1
0.009569378,76.555024,70.334928,27.272727,4.30622,73.205742,0.2493,2.392344,49.043062,8.393285,3.110048,0.141,0.041269231,5.023923,51.913876,29.425837,7.177033,76.794258,73.684211,0.039961538,52.870813,48.564593,7.655502,74.401914,77.272727,77.272727,50,50,11.244019,100,-1
0.011111111,71.111111,79.68254,21.269841,14.603175,74.920635,0.3954,7.301587,47.777778,15.580286,3.968254,0.3317,0.137576923,11.904762,46.190476,23.968254,8.095238,74.126984,73.809524,0.189961538,44.603175,49.84127,4.603175,72.380952,78.412698,78.412698,53.174603,53.174603,10.634921,99.206349,-1
0.010327022,68.674699,77.796902,28.055077,13.080895,74.182444,0.1584,5.851979,50.60241,16.206897,4.991394,0.0931,0.139902778,11.187608,49.913941,22.891566,4.991394,70.91222,74.354561,0.112847222,48.020654,46.299484,4.130809,72.633391,76.592083,76.592083,50.258176,50.258176,12.908778,98.623064,-1
0,63.467492,78.637771,26.315789,14.241486,73.065015,0.0493,5.882353,45.820433,12.111801,2.786378,0.0225,0.001925,7.739938,49.226006,27.244582,6.811146,76.470588,74.922601,0.00945,48.297214,53.250774,3.095975,73.684211,77.708978,77.708978,53.560372,53.560372,11.145511,97.832817,-1
0.006944444,76.388889,75.138889,22.361111,13.472222,75,0.2023,5.277778,48.194444,19.332406,2.777778,0.0936,0.042766667,11.666667,51.666667,25.416667,5.694444,71.944444,77.916667,0.105166667,44.027778,47.916667,4.722222,74.861111,72.638889,72.638889,50.555556,50.555556,10.833333,99.861111,-1
0.031531532,75.225225,68.918919,20.720721,12.612613,72.972973,0.0871,5.405405,52.252252,15.837104,6.306306,0.0769,0.093666667,9.009009,45.495495,25.675676,7.207207,67.117117,71.621622,0.312666667,46.396396,45.045045,2.252252,75.675676,76.576577,76.576577,48.648649,48.648649,6.756757,95.945946,-1
0.009602195,71.742112,75.857339,22.085048,12.620027,74.485597,0.2992,6.035665,51.851852,19.230769,5.624143,0.2527,0.141549451,11.659808,55.418381,28.806584,8.230453,76.406036,76.954733,0.246384615,50.891632,49.51989,3.566529,71.33059,78.052126,78.052126,52.949246,52.949246,10.150892,99.862826,-1
0.012068966,71.810345,77.155172,24.568966,15.172414,71.982759,0.5088,7.586207,47.758621,16.048318,4.655172,0.275,0.098296552,11.465517,48.362069,26.293103,6.637931,77.155172,71.034483,0.21522069,49.396552,51.12069,3.706897,74.051724,76.637931,76.637931,51.810345,51.810345,10.431034,99.310345,-1
0.037974684,56.329114,77.848101,37.974684,14.556962,77.848101,0.073,6.962025,47.468354,16.56051,2.531646,0.0287,0.133157895,13.924051,45.56962,29.746835,7.594937,70.886076,69.620253,0.161105263,63.291139,49.367089,2.531646,67.721519,80.379747,80.379747,58.227848,58.227848,8.860759,96.202532,-1
0.039735099,78.807947,65.562914,21.854305,11.258278,76.821192,0.0265,6.622517,57.615894,8.666667,5.298013,0.019,0.010166667,5.960265,47.019868,26.490066,7.284768,70.198675,68.211921,0.049888889,47.682119,41.721854,9.271523,75.496689,76.15894,76.15894,58.278146,58.278146,6.622517,96.02649,-1
0.018058691,67.268623,75.846501,29.119639,12.866817,72.234763,0.3113,8.126411,51.241535,21.493213,5.417607,0.2752,0.206272727,13.318284,56.433409,23.250564,5.643341,77.200903,83.069977,0.194145455,52.82167,45.37246,4.514673,71.557562,73.814898,73.814898,46.726862,46.726862,10.383747,100,-1
0.023715415,73.913043,75.494071,22.529644,15.019763,66.403162,0.1008,6.719368,48.616601,15.47619,6.719368,0.0523,0.004741935,11.857708,48.616601,24.505929,2.371542,73.517787,71.936759,0.147290323,45.849802,44.664032,5.533597,69.565217,79.051383,79.051383,49.011858,49.011858,17.391304,97.628458,-1
0.043478261,71.195652,72.826087,26.630435,13.043478,71.73913,0.2577,5.978261,47.826087,15.300546,4.347826,0.2231,0.268652174,10.326087,56.521739,23.913043,9.23913,73.913043,75,0.356391304,50.543478,48.369565,7.065217,71.195652,73.913043,73.913043,43.478261,43.478261,7.065217,99.456522,-1
0.016460905,65.020576,76.954733,16.872428,14.403292,76.954733,0.0394,6.17284,47.736626,16.115702,2.469136,0.0531,0.113666667,11.522634,41.975309,23.045267,5.761317,73.251029,75.720165,0.056833333,48.559671,50.205761,1.234568,76.54321,69.135802,69.135802,46.502058,46.502058,9.465021,97.942387,-1
0.012903226,74.193548,70.322581,14.193548,5.806452,73.548387,0.0711,5.16129,52.903226,7.792208,5.806452,0.0646,0.012,4.516129,36.774194,39.354839,9.032258,79.354839,58.064516,0.026315789,46.451613,56.774194,4.516129,78.709677,74.83871,74.83871,60,60,9.677419,97.419355,-1
0.027586207,68.275862,77.931034,23.448276,12.413793,68.965517,0.0554,4.827586,46.896552,11.111111,4.137931,0.0439,0.020555556,8.275862,44.137931,19.310345,8.275862,74.482759,72.413793,0.178166667,44.137931,44.827586,4.827586,71.724138,77.241379,77.241379,53.103448,53.103448,6.896552,95.862069,-1
0.018927445,68.769716,75.078864,32.176656,11.356467,75.709779,0.1624,5.678233,52.050473,10.759494,3.154574,0.1081,0.269564103,7.255521,45.741325,19.242902,8.832808,76.971609,68.769716,0.145384615,54.258675,50.473186,5.362776,75.709779,75.394322,75.394322,53.943218,53.943218,8.51735,98.422713,-1
